Q2,Q3,Q7,Q8,Q11,Q12,Q13,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q14,Q15,Q15_B,Q15_C,Q15_D,Q16,Q17,Q17_B,Q18,Q19,Q19_B,Q19_C,Q19_D,Q19_E,Q19_F,Q19_G,Q19_H,Q20,Q20_B,Q21,Q22,Q22_B,Q23,Q24,Q24_B,Q24_C,Q24_D,Q24_E,Q24_F,Q24_G,Q24_H,Q24_I,Q24_J,Q24_K,Q24_L,Q25
Men,35 or under,Doctorate/Professional,Non-academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,Agree,Disagree,No opinion,Yes,Interactive/functional programming style,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Blog,NA,Yes,A general user group,NA,NA,NA,NA,Free local introductory R workshops,Paid local advanced R workshops,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,996
Men,35 or under,Doctorate/Professional,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,Disagree,Disagree,Agree,No,Good for reproducible research,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,No opinion,Yes,Good for visualisation,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,RSS feed,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687
Women,35 or under,Doctorate/Professional,Academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,No opinion,Disagree,Disagree,Yes,Good for reproducible research,NA,No,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,The Bioconductor support site,NA,NA,Twitter,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,NA,NA,NA,211
Men,> 35,Doctorate/Professional,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Agree,Yes,Wide range of packages,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166
Women,35 or under,Masters or lower,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Disagree,No opinion,Yes,Wide range of packages,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,The Bioconductor support site,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,New R user group near me aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,264
Men,> 35,Doctorate/Professional,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,No opinion,Disagree,Agree,Yes,Good for visualisation,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,The rOpenSci mailing lists or chat forums,NA,NA,NA,Twitter,NA,Yes,A user group within a university,NA,NA,NA,New R user group near me aimed at my demographic (specify relevant group in comments box),Free local introductory R workshops,Paid local advanced R workshops,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,116
Men,> 35,Masters or lower,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,Strongly disagree,No opinion,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193
Women,35 or under,Masters or lower,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,NA,NA,NA,NA,NA,Primarily as part of a job or educational course;,Agree,No opinion,No opinion,No opinion,Yes,Good for statistical analysis,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Blog,NA,No,NA,NA,I feel too inexperienced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389
Men,> 35,Doctorate/Professional,Academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Strongly agree,Disagree,Agree,Yes,Good for reproducible research,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,The rOpenSci mailing lists or chat forums,NA,NA,NA,Twitter,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,93
Men,NA,Masters or lower,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,Strongly disagree,Yes,Wide range of packages,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599
Men,35 or under,Masters or lower,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),NA,NA,For both recreational and job/educational purposes.,Strongly agree,Agree,Strongly disagree,No opinion,Yes,Other (please specify),Covers the full spectrum of data analysis,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,669
Men,> 35,Masters or lower,Non-academic,< 2 years,No,I use functions from existing R packages to analyze data,NA,NA,NA,NA,NA,Primarily as part of a job or educational course;,No opinion,No opinion,No opinion,No opinion,No,Good for statistical analysis,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,Other (please specify),New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274
Men,35 or under,Doctorate/Professional,Non-academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Disagree,Disagree,Strongly disagree,No,Good for statistical analysis,NA,No,The R mailing lists,NA,The R StackOverflow queues,NA,NA,The Bioconductor support site,NA,NA,Blog,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287
Men,> 35,Doctorate/Professional,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,No opinion,No opinion,No opinion,Yes,Open source,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,Yes,A user group within a company,NA,NA,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617
Women,35 or under,Doctorate/Professional,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,No opinion,Disagree,No opinion,Yes,Good for visualisation,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Podcast,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,R workshop aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,NA,NA,916
Men,> 35,Doctorate/Professional,Academic,> 10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,Strongly disagree,No,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,Yes,A general user group,NA,NA,New R user group near me (specify location in comments box),New R user group near me aimed at my demographic (specify relevant group in comments box),Free local introductory R workshops,NA,NA,NA,NA,NA,NA,NA,NA,NA,725
Men,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Agree,Disagree,Disagree,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971
Men,> 35,Doctorate/Professional,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,NA,NA,NA,NA,NA,Primarily as part of a job or educational course;,Disagree,Agree,Agree,Agree,Yes,Free,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,I feel too inexperienced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734
Men,> 35,Doctorate/Professional,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,No opinion,Agree,No opinion,Disagree,Yes,Good for reproducible research,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961
Women,35 or under,Doctorate/Professional,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),NA,NA,Primarily as part of a job or educational course;,Strongly agree,No opinion,Strongly disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,Online forum to discuss R-related issues,NA,NA,699
Men,> 35,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Agree,No opinion,No opinion,Yes,Steep learning curve,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521
Men,> 35,Doctorate/Professional,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Strongly agree,No opinion,Agree,No,Would recommend other software/programming language over R,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Other (please specify),R-bloggers is my current go-to,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,272
Men,35 or under,Masters or lower,Academic,2-5 years,Yes,NA,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Strongly agree,Disagree,No opinion,Strongly disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641
Men,35 or under,Doctorate/Professional,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,Good for reproducible research,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,771
Men,NA,Doctorate/Professional,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,No opinion,Agree,No opinion,Agree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,I feel too inexperienced,NA,NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,NA,NA,NA,796
Men,35 or under,Masters or lower,Non-academic,< 2 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Agree,Disagree,No opinion,Yes,Good for visualisation,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,STAT 545 at UBC,Twitter,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,282
Men,35 or under,Masters or lower,Academic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162
Men,> 35,Doctorate/Professional,Academic,> 10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Agree,Agree,No opinion,No opinion,Yes,Good for statistical analysis,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,RSS feed,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
Men,35 or under,Masters or lower,Non-academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,For both recreational and job/educational purposes.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Good for automating repetitive tasks,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,No,NA,NA,There is no group nearby/the group is inactive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,779
Men,> 35,Masters or lower,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Agree,Strongly disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,rbloggers,Website,NA,Yes,A user group within a company,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748
Women,> 35,NA,Non-academic,> 10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,Active developer community,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874
Women,35 or under,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Agree,Disagree,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,149
Women,35 or under,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,No opinion,Yes,Flexible/extensible/scalable,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,I am too busy,NA,NA,Free local introductory R workshops,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,Online support group for my demographic (specify relevant group in comments box),NA,304
Men,> 35,Masters or lower,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Agree,Disagree,Disagree,Yes,Free,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755
Men,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Disagree,Disagree,Disagree,Yes,Supportive user community,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,Coursera,Podcast,NA,Yes,A general user group,NA,NA,NA,NA,NA,Paid local advanced R workshops,R workshop at conference in my domain (specify domain/conference in comments box),NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,81
Men,35 or under,Masters or lower,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,Disagree,Yes,Interactive/functional programming style,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536
Men,35 or under,Masters or lower,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,No opinion,Disagree,Disagree,Yes,Supportive user community,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97
Women,35 or under,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,NA,For both recreational and job/educational purposes.,Strongly agree,Strongly agree,Disagree,Agree,Yes,Open source,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),New R user group near me aimed at my demographic (specify relevant group in comments box),Free local introductory R workshops,Paid local advanced R workshops,R workshop at conference in my domain (specify domain/conference in comments box),R workshop aimed at my demographic (specify relevant group in comments box),Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,120
Women,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Disagree,Strongly disagree,Yes,Good for automating repetitive tasks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Other (please specify),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840
Men,NA,Doctorate/Professional,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,Free,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,It is not necessary (I have the support I need),NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,852
Men,> 35,Masters or lower,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,Disagree,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,Yes,A general user group,NA,NA,NA,NA,Free local introductory R workshops,NA,NA,NA,NA,NA,NA,NA,NA,NA,850
Men,> 35,Masters or lower,Non-academic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,Good for reproducible research,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,RSS feed,NA,No,NA,NA,I am too busy,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234
Men,35 or under,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,NA,NA,NA,NA,NA,Primarily as part of a job or educational course;,NA,No opinion,Disagree,Disagree,No,Good for statistical analysis,NA,Yes,NA,NA,NA,NA,NA,NA,NA,professors at university and peers,Facebook,NA,No,NA,NA,Other (please specify),NA,NA,Free local introductory R workshops,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,16
Women,35 or under,Doctorate/Professional,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,For both recreational and job/educational purposes.,Agree,Disagree,Disagree,Disagree,Yes,Wide range of packages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187
